topology,J,mu,seed_idx,collapsed,collapse_type,collapse_step,final_m_avg,final_W,final_m_std,intra_corr,inter_corr
complete,0.5,100,16,0,none,-1,0.9927458831660486,3452.2484286181893,2.220446049250313e-16,,
complete,0.5,100,17,0,none,-1,0.9999990000000003,3482.9911660586145,3.3306690738754696e-16,,
complete,0.5,100,18,0,none,-1,0.9999990000000003,3455.0325692614824,3.3306690738754696e-16,,
complete,0.5,100,19,0,none,-1,0.9999981893233705,3450.5922567419657,1.1102230246251565e-16,,
complete,0.5,100,20,0,none,-1,0.9999990000000003,3430.334612958951,3.3306690738754696e-16,,
complete,0.5,100,21,0,none,-1,0.8143321170613441,3466.2936047666494,3.3306690738754696e-16,,
complete,0.5,100,22,0,none,-1,0.9203062615765544,3466.3483762403494,0.0,,
complete,0.5,100,23,0,none,-1,0.9650484286811374,3475.241574427048,1.1102230246251565e-16,,
complete,0.5,100,24,0,none,-1,0.48382377183083564,3421.4135360043615,1.1102230246251565e-16,,
complete,0.5,100,25,0,none,-1,0.9931684072344455,3424.2880758095375,1.1102230246251565e-16,,
complete,0.5,100,26,0,none,-1,0.9999990000000003,3483.2520694574737,3.3306690738754696e-16,,
complete,0.5,100,27,0,none,-1,0.999907871364803,3452.005486368734,0.0,,
complete,0.5,100,28,0,none,-1,0.908822099639861,3465.5296153236973,2.220446049250313e-16,,
complete,0.5,100,29,0,none,-1,0.9999990000000003,3480.349731097401,3.3306690738754696e-16,,
complete,0.5,100,30,0,none,-1,0.9969211505852945,3447.6277726094168,3.3306690738754696e-16,,
complete,0.5,100,31,0,none,-1,0.9998990304033631,3448.18207838535,1.1102230246251565e-16,,
complete,0.5,100,32,0,none,-1,0.4874007226677227,3396.8370379019916,5.551115123125783e-17,,
complete,0.5,100,33,0,none,-1,0.9999990000000003,3441.888211017697,3.3306690738754696e-16,,
complete,0.5,100,34,0,none,-1,0.994641825435366,3468.4916905970076,0.0,,
complete,0.5,100,35,0,none,-1,0.9976926285156662,3421.011582343092,0.0,,
complete,0.5,100,36,0,none,-1,0.9999990000000003,3465.1542220441365,3.3306690738754696e-16,,
complete,0.5,100,37,0,none,-1,0.9999509589861174,3453.2462779844377,0.0,,
complete,0.5,100,38,0,none,-1,0.9999027906026262,3466.7900087382363,3.3306690738754696e-16,,
complete,0.5,100,39,0,none,-1,0.9992238832279839,3426.235395978468,2.220446049250313e-16,,
complete,0.5,100,40,0,none,-1,0.9983227405551012,3463.579123872163,3.3306690738754696e-16,,
complete,0.5,100,41,0,none,-1,0.9999990000000003,3461.388863310918,3.3306690738754696e-16,,
complete,0.5,100,42,0,none,-1,0.9462807743360143,3473.4998583386355,2.220446049250313e-16,,
complete,0.5,100,43,0,none,-1,0.8433700196775193,3455.1489047008217,0.0,,
complete,0.5,100,44,0,none,-1,0.9999990000000003,3466.298162259884,3.3306690738754696e-16,,
complete,0.5,100,45,0,none,-1,0.9999990000000003,3449.9264290884216,3.3306690738754696e-16,,
complete,0.5,100,46,0,none,-1,0.9996660272904277,3443.353589695733,1.1102230246251565e-16,,
complete,0.5,100,47,0,none,-1,0.9999990000000003,3472.1622553963794,3.3306690738754696e-16,,
complete,0.5,100,48,0,none,-1,0.9999990000000003,3448.3234467664192,3.3306690738754696e-16,,
complete,0.5,100,49,0,none,-1,0.9950079215329702,3477.814542015101,0.0,,
complete,1.0,20,0,1,fragmentation,330,-0.5764653901470556,0.0,1.1102230246251565e-16,,
complete,1.0,20,1,1,fragmentation,284,0.02915304690138909,0.0,0.0,,
complete,1.0,20,2,1,fragmentation,272,-0.5333788306576068,0.0,1.1102230246251565e-16,,
complete,1.0,20,3,1,fragmentation,288,0.34041107333767195,0.0,0.0,,
complete,1.0,20,4,1,fragmentation,313,-0.3065427836535139,0.0,0.0,,
complete,1.0,20,5,1,mixed,290,-0.09400797026786176,0.0,1.3877787807814457e-17,,
complete,1.0,20,6,1,fragmentation,313,0.4209778626791386,0.0,1.1102230246251565e-16,,
complete,1.0,20,7,1,mixed,303,-0.3762932835098586,0.0,0.0,,
complete,1.0,20,8,1,mixed,305,-0.8776952942108308,0.0,0.0,,
complete,1.0,20,9,1,fragmentation,291,0.733892106399584,0.0,1.1102230246251565e-16,,
complete,1.0,20,10,1,mixed,299,-0.7717555825045566,0.0,1.1102230246251565e-16,,
complete,1.0,20,11,1,rigidity,277,0.5238762437970648,0.0,1.1102230246251565e-16,,
complete,1.0,20,12,1,mixed,290,-0.6396154263390167,0.0,1.1102230246251565e-16,,
complete,1.0,20,13,1,fragmentation,272,0.47401558988302356,0.0,5.551115123125783e-17,,
complete,1.0,20,14,1,fragmentation,275,0.6158185757338702,0.0,0.0,,
complete,1.0,20,15,1,mixed,282,-0.5120945011563601,0.0,1.1102230246251565e-16,,
complete,1.0,20,16,1,mixed,278,-0.7080158149825564,0.0,0.0,,
complete,1.0,20,17,1,mixed,283,0.33027183708274677,0.0,1.1102230246251565e-16,,
complete,1.0,20,18,1,fragmentation,304,0.1891339976643323,0.0,2.7755575615628914e-17,,
complete,1.0,20,19,1,mixed,287,0.4845832521631139,0.0,5.551115123125783e-17,,
complete,1.0,20,20,1,fragmentation,284,0.14426021507390185,0.0,0.0,,
complete,1.0,20,21,1,mixed,298,0.6750943147708998,0.0,1.1102230246251565e-16,,
complete,1.0,20,22,1,fragmentation,292,0.49701085516803345,0.0,5.551115123125783e-17,,
complete,1.0,20,23,1,mixed,289,0.15668658413569303,0.0,0.0,,
complete,1.0,20,24,1,mixed,296,0.10855945288192446,0.0,1.3877787807814457e-17,,
complete,1.0,20,25,1,mixed,294,0.004720865239591698,0.0,0.0,,
complete,1.0,20,26,1,fragmentation,299,-0.4283719008246365,0.0,0.0,,
complete,1.0,20,27,1,mixed,289,-0.3641275703775807,0.0,5.551115123125783e-17,,
complete,1.0,20,28,1,mixed,290,0.5042111269748597,0.0,2.220446049250313e-16,,
complete,1.0,20,29,1,mixed,299,-0.06018192519024522,0.0,0.0,,
complete,1.0,20,30,1,mixed,291,-0.04491713319300967,0.0,6.938893903907228e-18,,
complete,1.0,20,31,1,fragmentation,307,0.3751398262794507,0.0,0.0,,
complete,1.0,20,32,1,mixed,291,0.11257808095949053,0.0,4.163336342344337e-17,,
complete,1.0,20,33,1,mixed,274,-0.15775021525928468,0.0,0.0,,
complete,1.0,20,34,1,fragmentation,276,-0.0393953148396361,0.0,0.0,,
complete,1.0,20,35,1,fragmentation,287,0.5786187697757085,0.0,1.1102230246251565e-16,,
complete,1.0,20,36,1,fragmentation,283,-0.516073730011689,0.0,1.1102230246251565e-16,,
complete,1.0,20,37,1,mixed,311,0.15239416953102336,0.0,2.7755575615628914e-17,,
complete,1.0,20,38,1,mixed,295,0.4300896841979271,0.0,0.0,,
complete,1.0,20,39,1,mixed,280,0.6618562760570638,0.0,0.0,,
complete,1.0,20,40,1,mixed,293,0.6479770728198744,0.0,1.1102230246251565e-16,,
complete,1.0,20,41,1,mixed,305,-0.41670922969537216,0.0,0.0,,
complete,1.0,20,42,1,mixed,304,0.6003498255549908,0.0,1.1102230246251565e-16,,
complete,1.0,20,43,1,mixed,275,0.12011475975165659,0.0,2.7755575615628914e-17,,
